,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
2018_11,0.006083614,0.01444494,-0.030781342,0.010166388,-0.008125204,0.007588271,-0.040055712,-0.000645813,-0.01249186,-0.034827587
2018_12,-0.069506871,-0.048413672,-0.080993744,-0.113880237,-0.053373726,-0.113361288,-0.138634647,-0.115376457,-0.103148758,-0.11996801
2019_1,0.111791195,0.058464499,0.102906792,0.108000888,0.100296339,0.077322569,0.092757264,0.091302593,0.089247726,0.062160362
2019_2,0.024205427,0.00131404,-0.011307985,-0.017164933,-0.007184914,-0.011210615,-0.003875259,0.028610134,0.021846364,0.03148743
2019_3,-0.0195579,-0.008925084,0.027562466,0.018194169,-0.001202434,0.016420373,-0.003949308,0.008614593,-0.017619565,0.008737528
2019_4,-0.006908172,-0.011780171,0.013497115,0.010609822,-0.017214382,0.000840159,0.00310716,0.003032757,0.004305674,0.023176486
2019_5,-0.037116699,-0.011149056,-0.072211242,-0.002198985,-0.033519868,-0.009711142,0.007174979,0.017876935,-0.014030159,-0.015518872
2019_6,0.026799063,0.047435521,0.001042604,0.000111435,-4.00E-05,0.020392651,0.023854225,0.05209385,0.002077354,0.015494016
2019_7,-0.049359462,-0.014722532,-0.032248945,-0.00070575,-0.019856759,-0.026670638,0.030883563,-0.000891886,0.011241391,-0.00249077
2019_8,-0.0227857,-0.060692208,-0.003631674,0.010636299,-0.006880557,-0.008728781,-0.028620346,0.01730244,-0.006313017,0.000160888
2019_9,0.016459651,0.01177839,0.009301078,-0.009237773,0.049607442,0.009129027,-0.031158998,-0.021855783,-0.00256842,0.013039731
2019_10,0.006085359,-0.013792508,0.018391185,0.068524191,0.02954476,0.034448892,0.054950092,0.02477255,0.04220742,0.050953169
2019_11,-0.015921772,-0.001018095,0.000686616,0.019034123,0.034491771,0.02126544,0.016368351,0.012312455,0.009571521,0.019919987
2019_12,0.115006122,-0.014593667,0.016566144,0.031857408,-0.008630152,-0.026879912,0.008101843,-0.038787783,0.024931031,0.019896583
,,,,,,,,,,
,,,,,,,,,,
,0.082506511,0.609917329,0.309428971,0.401395644,0.505673214,0.492715196,0.46209511,0.309135634,0.641114328,-2.203082906
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.082506511,0.609917329,0.309428971,0.401395644,0.505673214,0.492715196,0.46209511,0.309135634,0.641114328,-2.203082906
