Date,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,TA125
2005-05-01,-0.08558794434997616,-0.042449651691666125,-0.0439953546242547,-0.13918673061322653,-0.05553998060927445,-0.06857118801424864,-0.07432353607805993,-0.05432778045472758,-0.08168062365877758,0.0259262293462148,-0.04612916483712005
2005-06-01,-0.10334950539901266,-0.1418485913394627,-0.1478035950583897,-0.11921540453585824,-0.15028638074690587,-0.13083811165093892,-0.09544372329062137,-0.11897820063422287,-0.1546419474932524,-0.12773250397263824,-0.07590008005988579
2005-07-01,0.06118676766429506,0.01940871508833845,0.0293353252116688,0.003098781214570931,0.002280248207247809,0.022924852712584848,0.07372719853917177,0.0451409121262354,0.05657000273604933,0.022968427177279455,0.013526183299304788
2005-08-01,0.06764873247191737,0.052517560262436015,-0.025352235363929325,-0.011676622834833023,-0.058325712432820864,-0.033834262353553066,-0.04512221308062121,-0.05069074035258254,0.7206935202411019,-0.02118431601203369,0.0013992072120834948
2005-09-01,0.03627577063197551,-0.030474419593147683,0.05537055817598891,-0.058549572861229915,0.03178367828235619,-0.055468056799138334,-0.05316325171059754,-0.030493011703533333,-0.02411418945941569,0.036531310265557664,-0.03976667656418492
2005-10-01,-0.017376972842444553,-0.02542190614332036,-0.02069225427884373,-0.043860621534207694,-0.047980669307030335,-0.04153422837934915,-0.01682927421411011,-0.011964748361894765,-0.009950631872997356,-0.03383836640577774,-0.04049466268250032
2005-11-01,-0.006767642139064718,1.736391087757149,-0.022405070689415645,-0.0034086709650875124,-0.005970199811132109,-0.04929680766288631,-0.04109362882432189,-0.02558052586304637,-0.06887727179360237,-0.021145998755187474,0.02300267633824222
2005-12-01,-0.10194952768612957,-0.05415476774152145,-0.10699745475500733,-0.054163448076471034,-0.010427213263964995,0.018334130344758674,-0.0191078188058853,-0.03979851361004687,-0.07726583851294883,-0.059060333693194515,-0.019602703933460343
2006-01-01,0.2888476169337504,0.013966521291045524,0.07617790334995896,0.05873944915513639,0.04134964345387293,0.06795122390850529,0.1162324080575352,-0.018033404472182643,0.09488688336230552,0.13426866604431084,-0.05201535501058988
2006-02-01,-0.0016649660405590651,-0.038581662384360366,-0.05519987565691913,-0.05456045049510793,-0.08176997071875534,-0.06829444815471376,-0.07657638222230967,-0.03436471846161447,-0.03051592569175485,-0.05311343565495097,0.04172411796968182
2006-03-01,-0.00268311236893196,-0.09029817867587836,-0.0037040289052083257,-0.05297307787088857,-0.043721201022435416,-0.032964387417622185,-0.01246439076059832,-0.031087236969822463,-0.034462592360963835,-0.04824126165477679,-0.07654118721378969
2006-04-01,-0.010405941985630137,0.06412583068321552,-0.012997073719490677,0.014078518781965229,0.00024532221770956367,0.02404515718054128,0.031370199326257016,-0.005648949018757057,0.08160980403521673,0.05225443803329762,0.009162212319235521
2006-05-01,-0.08037851422732371,-0.03927694857036559,-0.01509071181278033,-0.06249327440805559,-0.07100856536365947,-0.02831137932252265,-0.051081605659077406,-0.07409162482127438,-0.020869603470533776,-0.04416784785330219,-0.057189188431128524
2006-06-01,-0.11096820581957054,-0.11927549560627115,-0.12034086623697825,-0.10731089994941832,-0.1103066687370455,-0.14349407692349736,-0.13647831801785446,-0.1333972401520376,-0.1099060047374037,-0.11783778404281738,-0.0443656798921516
2006-07-01,-0.03449392257929707,-0.0551698914234902,-0.06959235162966547,-0.045432277021837074,-0.04231900518864677,-0.010867255636489551,-0.03874494255670874,-0.0449953783995032,-0.030663365738398493,-0.006644918632466464,-0.1324676826583731
2006-08-01,-0.10314716445040437,-0.09222358590970832,-0.07316040172767918,-0.06520653337266047,-0.05841375623106111,-0.08311469337560605,-0.04327125081272444,-0.08269516866064112,-0.0805177890199141,-0.05937567857125005,-0.09821719031437934
2006-09-01,-0.0504145511833173,-0.05751403392665218,-0.056148541457226316,-0.02899441100975425,-0.03368192297560366,-0.02078223670551841,-0.026924508676367098,-0.04450431919658484,-0.042374749772614614,-0.10469672622785067,-0.05994785837248371
2006-10-01,0.0014693662829142614,0.02588155951267892,0.050291955453771714,0.04975215028303915,0.03678548083887287,-0.026953612809692745,0.014338617279157645,-0.01463819497401179,0.08194607064217728,0.04710820400487906,-0.05973585376279505
2006-11-01,0.031501503114565906,0.017168073766239095,0.0021457463851789734,-0.014452111941085987,0.004259939244272621,0.005139527994377033,-0.0020792562580976715,0.022225074034150968,0.0789407524846102,0.06473323721140364,-0.03798547837480257
2006-12-01,-0.06573657777920472,-0.025070577098949377,-0.0306914808745824,-0.03221376041157675,-0.023722552383122663,-0.028330159571081218,-0.04981638738190426,-0.10917457076376193,-0.04438266670390136,0.0007891862223519926,-0.053904352867387526
2007-01-01,0.008322270127597606,0.04821336802894215,0.013417895666896962,0.007166168812126329,-0.026773087161978883,-0.022257445793410626,0.004466116722804735,0.02511323386879034,0.014063847633562646,-0.04262798708409611,0.09052409018141457
2007-02-01,0.01967473464789208,-0.004720015486735832,-0.020810793293189318,-0.03658349461154527,0.0006120915239687554,0.022735062480463232,-0.05952356428022641,-0.029566696747465537,0.016754850104717594,-0.032055599879398516,0.16747169892026245
2007-03-01,-0.0326199921086675,-0.02653369792047372,-0.00029787795319331784,-0.03223997321431605,-0.02398623618828628,-0.038742273592486935,-0.018831011223169623,0.023103281172399855,-0.009059775695053562,-0.02693542326246815,-0.04673527689717416
2007-04-01,0.052247205794708484,0.041606322905362314,0.02221058785538256,0.060385460151883674,0.024893850525247087,0.01660057530894395,0.012824112611811263,0.035779779830989435,0.047717486092572786,0.05114887870957475,-0.2240734376712639
2007-05-01,-0.0377382829589536,-0.03765179346410954,-0.030697724525896357,-0.003300960022050415,-0.013610563483747071,-0.03264875414183556,-0.037698334480515856,-0.039406315330502026,-0.03206047289474392,0.007624835602611345,-0.04153653099064717
2007-06-01,-0.05095651697913231,-0.043901708536170855,-0.0526098547070859,-0.04082559265360521,-0.06087778116983523,-0.010556583992103413,-0.06779920247467615,-0.0812719079149427,-0.044606708310487374,-0.04856317851042507,-0.03875568289661377
2007-07-01,-0.054887916302237064,-0.05262129692969717,-0.09946588909881447,-0.05434051154707496,-0.06573443917383087,-0.1059671729647354,-0.055061120579198736,-0.030378850190037963,-0.11734013279481954,-0.07272228940287885,0.09931484150280984
2007-08-01,-0.10553087254299112,-0.11158111377952604,-0.07464471386094894,-0.10153556626353193,-0.11108474788705376,-0.09143873797544697,-0.11283096078268486,-0.0888061776520669,-0.07642768782431897,-0.12385756143616401,-0.037508260272966526
2007-09-01,-0.021282056981167547,-0.05553029945489291,-0.06122594566882032,-0.06056419815113586,-0.014005810513158782,-0.013050245864766477,0.02276255888092637,-0.0031515429832118533,-0.02263111776496275,-0.047039870103358944,-0.10005109947613744
2007-10-01,-0.037266318207783714,-0.03687285194143547,-0.04747239781653476,-0.015332945168469362,-0.020001341904445937,-0.0243910855939548,-0.026386474288802732,-0.01943229388581246,-0.016021121777625002,0.0024044141581232767,-0.03566624792278193
2007-11-01,-0.06932751596121706,-0.1153297396840957,-0.08912593405907251,-0.10336948041648733,-0.08134090081167411,-0.14699522656956698,-0.1312492161017237,-0.1223997314226527,-0.0972739359476109,-0.11828990591376845,-0.17445510887097496
2007-12-01,-0.07761249627630616,-0.09986686089443636,0.001283309551882358,-0.15285785964824494,-0.0693177392442292,-0.09667164584481018,-0.10518181239761168,-0.05594450593948055,-0.06242329252051345,-0.05401666010907714,0.16534997862628298
2008-01-01,-0.13028853793484155,-0.19263569899987365,-0.15628103775102006,-0.15449617768285234,-0.12400102040494428,-0.1374658735906615,-0.22044957255639497,-0.14753853030912822,-0.21667344204002545,-0.21635515283767212,-0.042912779087311365
2008-02-01,-0.06146567520492721,-0.03693211506481274,0.001001886986884564,-0.07821942873115775,-0.037519395373065485,0.004390341277435693,-0.03109199541290052,-0.0068519821957076146,-0.034246014509225715,-0.021861986505839145,-0.11664387184721672
2008-03-01,-0.1166312545047599,-0.1412564397795339,-0.12275439804481475,-0.1657737806587924,-0.09080775063807353,-0.12142376223427648,-0.09014912811308072,-0.103024209530435,-0.14121558364645725,-0.1179428863772107,-0.0427405003428857
2008-04-01,-0.039996808215053685,-0.0641211255499086,-0.06595137423065688,-0.07522199630230987,-0.04901478701458158,-0.04969831688682263,-0.0533682853803224,-0.08202655713149183,-0.058863163872101325,-0.11179202940628673,-0.1559883080462442
2008-05-01,-0.023152202354199267,-0.060854732175995414,-0.037739789874429656,-0.053570714732335566,-0.021282049704866992,-0.024129630414577184,-0.029216922013275973,-0.059200533239819476,-0.025476949511479025,-0.031059892624087287,-0.03256255198429783
2008-06-01,-0.15323572397188645,-0.09965817301982513,-0.15073431014400046,-0.1081323670324945,-0.13399861829496493,-0.10884776330615324,-0.16542171966019714,-0.1449026423599307,-0.2116085119411172,-0.16354528813287686,-0.037346675858627686
2008-07-01,-0.05269377765307079,-0.044204792300057416,-0.0001534510725541134,0.014052279098635902,0.012521748157793644,-0.04831902255385178,-0.012433203345672468,0.0018033611423476168,-0.008968299756357847,-0.03584793956353772,0.01752903696752474
2008-08-01,-0.09184673991956832,-0.13703356609205225,-0.05382967858693233,-0.029197531451124862,-0.03772818348184125,-0.041882969603573864,-0.04952939424529343,-0.06894037906403623,-0.0393134839233179,-0.09381009716699808,-0.1197355055703884
2008-09-01,-0.08331575255393295,-0.1239493528526727,-0.23550373206517525,-0.1699443316276473,-0.1435106333508708,-0.2004259141339315,-0.17709002554098913,-0.17550070694490055,-0.2073668824083809,-0.2672853417344033,-0.05006658524141088
2008-10-01,-0.13448209744037368,-0.18486572714496227,-0.2670188965061335,-0.18324980674388044,-0.26318446222255915,-0.2524456373408201,-0.24438113210508805,-0.2826627709487818,-0.2919608402350002,-0.24924793054739586,-0.1554814483085678
2008-11-01,-0.16485486429235738,-0.11666884186939915,-0.21715442469088933,-0.24480943101955605,-0.19314675722491892,-0.18740597899242104,-0.203715428423618,-0.1997766877844381,-0.22271422671811567,-0.3029967589628388,-0.19902960173635886
2008-12-01,-0.09309482560637887,-0.1971572613913391,-0.12891424779242594,-0.07034396188604801,-0.06456354181304559,-0.044440588371554936,-0.12697744853079146,-0.07913376671044947,-0.05632297672329758,-0.22040864592769005,-0.19524799729479955
2009-01-01,0.15927930910519916,0.26860797035532397,0.1417718456162778,0.05411452259343612,0.13642573981410913,0.1209322028640826,0.15299240355331756,0.10794439806196404,0.07507576244344452,0.1899607648392872,-0.0657994571046964
2009-02-01,-0.0013914604862290706,0.016044439229514443,0.04724539590517533,-0.000850258784343265,-0.002362829214792316,-0.0368191683316543,0.007622398259191256,-0.016961040167896124,0.02582104439651113,0.029623903047458038,0.5653025919332952
2009-03-01,0.10242601200040108,0.15127398515735985,0.17205928863361414,0.17983615669739442,0.20668381783358744,0.18949379689133705,0.2141108589489084,0.12549926341050402,0.19893420355213945,0.1305017712941662,-0.5287623254471068
2009-04-01,0.006918422118630945,0.11251865542538264,0.08207995016209263,0.05965992047402849,0.0590980923451341,0.08468958293166633,0.09490726308073648,0.0661011516720133,0.09663419474328952,0.09939124048467407,0.44609956339157497
2009-05-01,0.27767276577477945,0.15221213131585867,0.0974231630819901,0.07744879730157789,0.09725636153817284,0.09825337887970262,0.14615853464220535,0.18356970173343,0.08948569002881926,0.19342132205795168,-0.005270112680511825
2009-06-01,0.0738444700472563,0.08594777935053173,-0.011768352735347829,0.0638142619909809,0.02576479632735628,0.05855174837110326,0.04627863748739602,0.04611495451208693,0.06573919421863088,0.05060513218273205,-0.0048869215733947525
2009-07-01,0.028989301810154806,0.032602434822637485,0.12050327756224602,0.07073371490389767,0.04709160099986365,0.056525966268542636,0.02411022989185511,0.06001703533632166,0.08755179892199988,0.092738222660689,-0.19918430562060488
2009-08-01,0.04060408796548107,0.045860937277225414,0.04629940453769423,0.12182503851390412,0.028960952885246024,0.011123044543186971,0.08011114180841666,0.04233195565090995,0.039473891185005335,5.343975944371956,-0.0060084949066379284
2009-09-01,-0.028795783736773963,-0.012685970081681243,0.02708611292679633,-0.03577947920990143,-0.011243488166598382,-0.01315261725456177,-0.01833177381490844,-0.0027231261475792576,-0.015176306718159303,-0.07404564618753792,0.10534490562429036
2009-10-01,0.13061325378674352,0.02414316919350351,0.01794180571791779,0.056110390164928685,0.005569501487750153,0.0362291504936396,0.03689405290786968,0.020456982372847987,0.046840872980004736,5.288763261905218,0.007233747501314281
2009-11-01,0.010390718301453324,-0.03795068003551521,0.12296729068426418,0.036271824433603495,0.06063472974460714,0.027853476583457288,0.04999848463553649,0.012046843963880324,0.03174408865399582,0.008064949251340665,-0.008728462438506234
2009-12-01,-0.053251340336770855,-0.08831345633701983,-0.02774255073652777,-0.04470606342586698,-0.012646010601414024,-0.02257619229598046,-0.004294337392370571,-0.01917651047058276,-0.02407916356980389,2.418232617862756,-0.008984681642477932
2010-01-01,0.15488413280530386,0.16989107204617035,0.12752816801038816,0.0532588744885806,0.1190077212533567,0.1308879160178198,0.12458948012423728,0.06587823681552582,0.09659716958588044,0.027809142172043284,-0.1069816505518851
2010-02-01,0.04854928708868897,0.02903972912956925,0.04585165777929029,0.0740409338798358,0.12706884615583408,0.059092041204046986,0.09376035467229482,0.061578644434714475,0.0806701177067412,0.027029076694325527,0.2569892099557072
2010-03-01,0.042785715264536416,-0.001337100692916072,0.027989856286917626,0.03465500497970776,-0.043121340735943404,0.00846556714399658,-0.02669254209511505,-0.013625633731776615,-0.01746873919086991,-0.06572467322653794,-0.014231580236724285
2010-04-01,-0.05038311995016416,-0.04367614637651309,-0.02782312509187097,-0.06631839035599434,0.2691217622593672,-0.07155892506825984,-0.05226264523788785,-0.06184918201790425,3.6945035488650118,1.8284285856151572,-0.015587628298382247
2010-05-01,-0.1726940472667753,-0.1215951966739707,-0.12218059325648005,0.15411784763569908,-0.1310038813375195,0.08794391380496773,-0.09644900749401902,-0.11200999719301123,-0.12325935133846685,-0.0687875154556916,0.02496161688010366
2010-06-01,0.005622899793753546,-0.03232024752233338,-0.05850339454414175,-0.0281507584226397,-0.049536304085895135,-0.06548811650520744,0.20537939135120006,-0.06925749115503124,-0.0588153413713996,0.2764492908154988,-0.0843729975000695
2010-07-01,-0.057776064530286074,-0.007012850379289001,-0.004029614144698993,0.004955375142620839,0.025287150458067818,0.053225970143784905,0.029245081049916462,0.05123100105058016,0.015727116244866408,0.2545073862379154,-0.049700117311226234
2010-08-01,0.025825508945933072,0.9595352754510404,0.006703494714477625,0.009628461595808043,0.0343824349948077,0.01468844356972134,0.004636228397320333,-0.0357205578928924,-0.000797864921106884,8.446826793563144,0.0972963510742484
2010-09-01,-0.013898985683921715,0.02042559520906287,0.007994351384024663,0.021910526943097152,0.013562274771181044,0.1080127233810683,0.0609123529757916,0.3222551026961459,0.014330300093287918,0.2362875519012637,-0.07930210915268393
2010-10-01,0.10389870257006056,0.08097959456456902,0.1239614324771754,0.013548770998037628,0.07946204030076011,0.04463436022506757,0.061935593372481314,0.05183996696455583,0.03965855534882922,2.2494259116700457,-0.02025246365738641
2010-11-01,-0.024555382417001347,-0.054342582956891636,-0.029951478734632823,-0.047794546955768485,-0.07653561520281707,-0.06079354699985313,-0.03540552923801078,-0.024509709153119816,-0.01190953058156408,0.2099562464131343,-0.02172086934661501
2010-12-01,-0.0014770726922145212,-0.0179923572951927,-0.0032080145946200363,-0.009967466185538185,0.03361784566426087,0.012884616540426526,0.0416985499083918,0.01175958581111643,0.5939882139693142,3.4697505008067835,0.045553727564468204
2011-01-01,-0.0022445710425514124,-0.03294390135607962,-0.00024045615698309263,0.011922401012889241,0.013554883413619715,-0.02815261450364794,-0.043629436734266135,0.007599974276664962,-0.05714307721200295,-0.05388560567795146,-0.02202615450160086
2011-02-01,0.0020420502721180786,-0.04143735083440802,-0.02631731304227364,-0.06866882019026929,-0.02468812670802826,-0.07197038060445747,-0.049393493211501466,-0.0841142610134844,-0.04561746014146973,-0.06017719554708813,0.03411069399024124
2011-03-01,-0.047128137351626,-0.03860769136913725,-0.05502805863400178,-0.025620799066934576,-0.012555098369028444,-0.01521109866856806,-0.05588243405403651,0.24299048679074045,0.006053461240595463,-0.107064479527835,-0.038839293161373765
2011-04-01,-0.06333443048167256,-0.02148232013278989,-0.025019608500124482,-0.041717625944683916,-0.02090138310616097,-0.04209474993592726,-0.042409619823307806,-0.02468281085103272,-0.04482031083306192,-0.15382547713295538,-0.058149030145363
2011-05-01,-0.12053304092439993,-0.0692724531489793,-0.09374342641830197,-0.13780385355843744,-0.09402983814392267,-0.09582354197407364,-0.14093532525070032,-0.14823415523714062,-0.1300702152278813,-0.10235546767399042,-0.00031187534879864966
2011-06-01,-0.0662127115841933,-0.058002072071185726,-0.06284219207907203,-0.061013091544364635,-0.102675890706356,-0.06197504154891629,0.2267689572934801,-0.026779972482350645,-0.04778313254316385,0.2917389228717525,-0.0808133014131731
2011-07-01,-0.08595395310627549,-0.06313838290368401,-0.054466075715648994,-0.0999127558605267,-0.07296032967500461,-0.08759225133059441,-0.12425190942652024,-0.09656055432614484,0.1672331603009818,-0.14287842745154716,-0.06455142306799523
2011-08-01,-0.10623207323553446,-0.09329279924478102,-0.14019896726274514,-0.08307867159050103,-0.06609781659830899,0.13728998082713725,-0.0885406355338933,-0.16319681046185774,-0.14222072510740516,-0.16505964966407718,-0.020811650562179825
2011-09-01,-0.05464937525792992,-0.10754623966782637,-0.03743083687363212,-0.07631576811177325,-0.09379457727430317,-0.07802023525214444,-0.08588458625928926,-0.12467100020243126,-0.08962189974041977,-0.13210054657743955,-0.03136721753923772
2011-10-01,0.011530217125390685,0.009270027785531742,0.0067507437089366846,0.01896016953554528,0.02596556364807431,-0.003407586495180769,0.03768947214656137,0.05913312552665731,0.049666097028471294,0.23965330206969496,-0.029209823341764793
2011-11-01,-0.02476296755853382,-0.02002006314786256,-0.041921549172109177,-0.03823297985897177,-0.0365818108455952,0.25298338989868263,-0.03455757695730286,0.23200891226691145,-0.09587748582965433,0.22236712539184755,-0.12195141985664468
2011-12-01,-0.08676637766147244,-0.006030544967192123,-0.04584788900050316,-0.05378151519901928,-0.06701103326783797,-0.04840047680754614,-0.06103030534468669,-0.04915925137376776,-0.08026436325556179,0.15320957771058982,-0.08368879741547296
2012-01-01,0.06839692251865873,0.06023333384937043,0.2666804428160528,-0.015261023807983247,0.27616142812793576,0.014751997687134873,0.05878991758724592,0.0060754314173488795,0.038167075155264366,1.7060988820275116,-0.01580309879274501
2012-02-01,-0.089835928313797,-0.08023783618176762,-0.06400378575935653,-0.04441998548616207,-0.06963352367101372,-0.12664696436171308,-0.09881584435822616,-0.08258014470270253,-0.09136163000895282,-0.05167579042621917,-0.006373816698449628
2012-03-01,-0.024548340125796486,0.010203732335129286,-0.03847365156843339,-0.03305170375574607,-0.03132293623624074,0.2338021032852825,-0.025642647800696416,-0.0010566709314079237,0.028263742786118567,-0.11037738456940488,-0.029360254805339176
2012-04-01,0.05899238991174075,0.009619714185646685,0.02648616686105816,0.014389811840494027,0.0015856653498930178,-0.030827843594110893,0.029208228666794987,-0.009344755835527298,0.011718599155020834,0.8460953174330517,-0.04423842862146138
2012-05-01,-0.09107381341142223,-0.07606097213654864,-0.03892442301965945,-0.08165925147814213,-0.08034545697909175,-0.1015063806995926,-0.11634988801956372,-0.14140103148020078,-0.14454107148528178,-0.1955288573394359,0.03821078944834822
2012-06-01,-0.05970531224961161,-0.04931676535650572,-0.049601094269146516,-0.07367907483400149,-0.07286901910102013,-0.020901320862856718,-0.06634166600355568,-0.0038295102981081844,-0.09209604920440964,0.795165473788078,-0.05479047499216202
2012-07-01,-0.0218209009139582,-0.10888395256530643,-0.040879762350673705,-0.040043722574605034,-0.07981750161858568,-0.09794198266578548,-0.07343997934836294,-0.061442953165380086,-0.011101824208206221,-0.13699554480966755,-0.017644115196845774
2012-08-01,-0.10769151399951732,-0.04015617102281633,-0.039284105926943716,-0.033064915695571837,-0.021094810879691357,0.16726054304508384,-0.0127368304733557,1.277733078098116,0.8873024983915528,0.17606303795362124,-0.06214125362789773
2012-09-01,0.042987591642710835,0.05032767740110015,-0.035937117871961466,0.026759587686067374,0.0075584116503189065,-0.011154000647310336,0.041386941847592285,0.09153661576723288,0.037902269069864665,-0.005289509014146024,-0.015603058168194687
2012-10-01,0.037467971661828525,0.014082231666521098,0.2711350384009272,0.059684845027518266,0.02479492472428135,0.3068178265997459,0.01602143325383762,0.034867144765315224,0.2520542439342121,0.8661136545674778,-0.02182304997617952
2012-11-01,0.2451589265628869,0.040086768176044736,0.0447387661319224,0.024179857195366198,0.5115468108335001,-0.011191504456481371,0.016053926108114888,0.07003990517729834,0.2284931311506597,0.0016110643207041338,-0.02176510068802481
2012-12-01,-0.039118009517431516,0.3518752909663427,-0.04530667003314172,0.01362366047070194,0.006510406960229056,-0.021091339990956703,0.032320587244472815,0.016028735121642202,-0.05743269846102775,-0.09858690091584353,0.06308237316016313
2013-01-01,0.0038663283214033853,-0.03413854216809447,0.03192991197431237,-0.042995884337692185,0.0024631919453079656,0.2146834121150102,-0.03191486062906721,-0.018750695705284547,0.014141583607226015,2.7175902778488514,-0.015710720414441427
2013-02-01,0.03830182640680657,0.05423136584595223,0.03878075598019886,0.053981321472793095,0.03584978824034652,0.034745310737627086,0.07119754776068041,0.030261575514817174,0.05085743887118733,2.0287116565395533,-0.022684634442333144
2013-03-01,0.015252590448703257,0.026152764541281664,-0.006101163829378662,-0.042979828965211964,0.0014691995642947492,-0.07720401338346093,-0.04221254447245908,0.0036713436603481907,0.02310347362184886,-0.08825878011309089,-0.017071888958254594
