Date,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,TA125,return,,,,,,,,,,,,,,,,,
01-02-04,-0.053033354,-0.0122868,-0.046940246,-0.020503827,-0.026862242,-0.04475175,0.02332778,0.044748181,-0.022954104,-0.314325524,0.335920126,0.045823864,1.399227258,,,,,,0.948348381,0.987788375,0.95414441,0.979704947,0.97349534,0.956234838,1.023602001,1.045764483,0.977307337,0.730281265,1.399227258
01-03-04,-0.03690548,-0.011295396,-0.02336295,-0.03844019,-0.02409923,-0.020242288,-0.071918591,-0.014572851,0.016629298,0.046936251,-0.04597791,0.044936941,0.955063059,,,,,,0.963767226,0.988768157,0.976907851,0.962289257,0.976188838,0.979961212,0.930606652,0.985532819,1.016768334,1.048055195,0.955063059
01-04-04,-0.018495996,-0.008884974,0.009461775,-0.036852503,-0.009817107,0.040376077,0.021244733,0.028914326,0.090218983,-0.005070829,-0.118463231,0.04212781,0.888284477,,,,,,0.981674006,0.99115438,1.009506679,0.963818285,0.990230923,1.041202272,1.021472009,1.029336403,1.094413916,0.994942006,0.888284477
01-05-04,-0.033176276,-0.088339512,-0.0810374,-0.071113798,-0.064561108,-0.040642018,-0.078434004,-0.039624169,-0.108623762,-0.112535406,-0.059052505,0.04227374,0.942657274,,,,,,0.967368021,0.915450017,0.922159202,0.931355899,0.937478825,0.960172793,0.924563076,0.961150601,0.897067865,0.893565709,0.942657274
01-06-04,-0.03227261,-0.003822331,0.003887177,-0.020017486,-0.015487565,-0.034830691,-0.030952283,-0.052888188,0.039027189,-0.058238269,-0.040548245,0.042987648,0.960262835,,,,,,0.968242594,0.996184965,1.003894742,0.980181534,0.98463175,0.965768916,0.969521835,0.948486059,1.039798755,0.943425132,0.960262835
01-07-04,-0.055696803,-0.056982371,-0.10441564,-0.071329016,-0.095580852,-0.075696029,-0.043667007,-0.070295577,-0.111482742,-0.144015792,-0.042544516,0.041652197,0.958347803,,,,,,0.945825864,0.944610722,0.90085079,0.931155477,0.908844877,0.927097975,0.95727267,0.932118266,0.894506828,0.865874074,0.958347803
01-08-04,-0.069429643,-0.109645023,-0.072529784,-0.101549571,-0.09355425,-0.102896339,-0.050104094,-0.161337304,-0.073783286,-0.074556597,-0.000336156,0.041851864,0.999663901,,,,,,0.932925769,0.896152192,0.930038046,0.903436394,0.910688611,0.902220493,0.951130412,0.851004975,0.928872972,0.928154942,0.999663901
01-09-04,-0.054692286,-0.029644911,-0.04883139,-0.037099135,-0.043132896,-0.044606752,-0.051280486,-0.035019178,-0.058241517,-0.056632678,-0.112896939,0.042419035,0.893242714,,,,,,0.94677644,0.97079019,0.952341691,0.963580606,0.957784096,0.956373499,0.950012168,0.965586898,0.943422067,0.944941104,0.893242714
01-10-04,-0.016003132,-0.075573551,-0.055890229,-0.067357694,-0.074154126,-0.078687855,-0.088577255,-0.055825416,-0.082047522,-0.123447507,-0.043163256,0.042244982,0.957755018,,,,,,0.984124238,0.92721153,0.945642935,0.934860747,0.928528572,0.924328404,0.915232402,0.945704227,0.921228179,0.883868037,0.957755018
01-11-04,-0.011158116,-0.027914114,-0.011763114,-0.003653878,-0.023716176,-0.014462129,-0.02302089,0.042924164,-0.02197676,0.0303077,-0.026291433,0.04147021,0.974051177,,,,,,0.988903905,0.972471885,0.988305801,0.99635279,0.976562842,0.985641946,0.977242069,1.043858729,0.97826297,1.030771653,0.974051177
01-12-04,-0.019908227,0.020560709,-0.016829614,-0.04639135,-0.036533736,-0.064994994,0.007559734,-0.039427277,-0.031763046,0.118032055,-0.042179043,0.041301883,0.958698117,,,,,,0.980288633,1.020773536,0.983311213,0.95466828,0.964125567,0.937072154,1.007588381,0.961339863,0.968736101,1.125280182,0.958698117
01-01-05,0.017051782,0.058075723,0.078593605,0.057141868,0.056755143,0.113722659,0.103789354,0.123090772,0.113939249,0.350215024,-0.038755056,0.038013687,0.961986313,,,,,,1.017197993,1.059795244,1.081764609,1.058806011,1.058396623,1.120441337,1.109366746,1.130987079,1.12068404,1.419372715,0.961986313
01-02-05,-0.030443891,-0.036884813,-0.040056752,0.008772785,0.010986385,0.030137121,-0.028247214,0.029483112,0.045141477,-0.107491622,0.350972437,0.036524775,1.420448173,,,,,,0.970014857,0.963787145,0.960734914,1.008811378,1.011046956,1.030595841,0.972148009,1.029922042,1.046175859,0.898084047,1.420448173
01-03-05,-0.067374735,-0.063691187,-0.050067762,-0.024795431,-0.009106665,-0.058262579,0.004854935,-0.082346633,0.034870531,0.028099839,-0.244560742,0.034804872,0.783048423,,,,,,0.934844817,0.938294713,0.95116497,0.975509451,0.990934675,0.943402198,1.004866739,0.92095267,1.035485637,1.028498364,0.783048423
01-04-05,-0.028373777,-0.002364261,-0.031142618,-0.011399168,-0.008309294,-0.015442521,-0.068357733,0.038870808,-0.022904002,-0.019574437,-0.021929074,0.035518214,0.97830962,,,,,,0.972024978,0.997638532,0.969337318,0.988665557,0.991725133,0.984676103,0.933926318,1.039636162,0.977356304,0.980615898,0.97830962
01-05-05,-0.02587812,-0.049960458,-0.074656495,-0.086812944,-0.047832561,-0.049317421,-0.052236017,-0.078155634,-0.141301398,-0.141158495,-0.045398855,0.037122359,0.955616253,,,,,,0.974453849,0.951267039,0.928062226,0.916848581,0.953293392,0.951878935,0.949104836,0.924820481,0.86822759,0.868351672,0.955616253
01-06-05,-0.114014237,-0.119591075,-0.12662058,-0.115472666,-0.076673013,-0.112912058,-0.153147688,-0.135945816,-0.140197239,-0.2013806,-0.07517537,0.036437536,0.927580803,,,,,,0.892245253,0.887283195,0.881067904,0.890944925,0.926192657,0.893229209,0.858002996,0.872889928,0.869186781,0.817601193,0.927580803
01-07-05,0.032577457,0.021149797,0.05478399,0.014687224,0.03548946,0.046327527,0.058428645,-0.04305693,-0.039690814,0.007512122,0.014180847,0.036216204,1.014281872,,,,,,1.033113912,1.021375039,1.056312416,1.014795611,1.036126727,1.047417412,1.060169334,0.957856858,0.961086547,1.007540409,1.014281872
01-08-05,-0.055404014,-0.034516067,-0.035171018,-0.042127524,-0.03450973,-0.037745071,-0.003301872,-0.047164327,-0.057977653,0.206499156,0.002101117,0.037267451,1.002103326,,,,,,0.946102832,0.966072817,0.965440295,0.958747509,0.96607894,0.962958395,0.996703573,0.953930628,0.943671036,1.229366696,1.002103326
