,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
2002_1,,,,,,,,,,
2002_2,,,,,,,,,,
2002_3,,,,,,,,,,
2002_4,,,,,,,,,,
2002_5,,,,,,,,,,
2002_6,,,,,,,,,,
2002_7,,,,,,,,,,
2002_8,,,,,,,,,,
2002_9,,,,,,,,,,
2002_10,,,,,,,,,,
2002_11,,,,,,,,,,
2002_12,,,,,,,,,,
2003_1,-0.00962588954826884,0.001694096654597997,-0.0014778443975107859,-0.02480734350778586,-0.03790773012806385,0.015352170938889732,-0.017716620017807324,0.007816288031017225,0.0168929456249714,0.013591675806044076
2003_2,-0.005528219383993697,-0.006008557254100381,-0.025737050952561402,0.014015976946048184,0.007072606659122025,-0.01724552617882035,-0.010425776102404569,-0.024004788430136988,-0.08368004458176652,0.028070369664819975
2003_3,-0.0042503534656821015,0.0032808586774342877,0.03695001956368074,0.033920831800966486,0.06348104831570521,0.003813460105723976,0.024757087885431493,0.07146225885659108,0.10301134707613364,0.04901290243554313
2003_4,0.03234382327766726,0.007176535472967221,0.06637915690337012,0.08292595676545113,0.02751995597601269,0.1270731390817085,0.10381502461198266,0.09246509631269315,0.09191806902180238,0.12463488131075169
2003_5,0.016747419136603346,0.08261696669536003,0.07314990745140168,0.05639309414853109,0.0945011159176343,0.028206899084346933,0.09015810400282583,0.10662474301552886,0.09387116522929026,0.13745713654572422
2003_6,2.3504704938783275e-05,0.023095034522052926,0.05243170245490368,0.031187191915706763,0.0286316412877965,0.08946687345759041,0.11108127461486546,0.07900358906435676,0.035206870310340456,0.07372865385117124
2003_7,-0.014887168973312609,-0.0706522905800713,-0.04790485824310771,-0.04700729258920017,-0.08730401246934037,-0.0367739264383979,-0.03240308925013485,-0.10134420775686734,-0.05307415760404467,-0.06396006964047969
2003_8,-0.010832637153293495,-0.004814751797000307,-0.027031198747681007,-0.014475852310141136,-0.026911617199637694,-0.04784708459846641,-0.04400960373590523,-0.003915142835741131,0.04098085977832412,-0.038153479812960515
2003_9,0.008307844717526098,-0.0017687814544134126,0.010237072168072903,-0.005282338325211462,0.016987357058394045,0.01264559098714307,0.02142264085044428,-0.006906967118287295,-0.008100049364823187,0.020298713583743473
2003_10,0.0003134671900627672,0.048679032729445425,0.06221987568471512,0.06980053491059007,0.13681938472783167,0.06395583278867892,0.026703416314488464,0.11342492170918857,0.0620273749289056,0.10081485803229098
2003_11,-0.005557742284794635,0.030348819544579,0.11652562651162768,0.049375888322216975,0.04017134250024834,0.038247543998913114,7.654397874303047e-05,0.09475660992044696,0.058582111231064896,0.12588052232761635
2003_12,-0.007356100089447698,0.0408731625920098,0.013014995648904428,0.02575568086684012,0.02695595860698003,0.04303289652234255,0.027316245510293814,0.04973563051057201,0.0038196620379258644,-0.01267034740776301
2004_1,0.01312568458913728,0.05415256251342058,0.013692833966773638,0.19031835268988934,0.10633915444168214,0.08825810136173048,0.08744726402801536,0.17132130831567635,0.07925465986406866,0.11895968921824243
2004_2,-0.007209489351677048,0.03353706466278017,-0.0011163817842431505,0.025320037318460397,0.018961622779866547,0.0010721146569699746,0.06915164429850103,0.09057204530145865,0.022869760466863693,-0.26850166005305304
2004_3,0.00803146032251724,0.03364154406419101,0.021573990599904693,0.006496750096207024,0.020837710429555324,0.024694652504255017,-0.026981650879632096,0.030364089694535374,0.06156623828446336,0.09187319172597462
2004_4,0.023631814745050966,0.03324283595987634,0.05158958513991295,0.005275307291483606,0.03231070329750426,0.08250388698648918,0.06337254329176398,0.07104213630094179,0.13234679360965756,0.03705698185704914
2004_5,0.009097464171309003,-0.04606577220624877,-0.03876365944267937,-0.028840058207797153,-0.022287367366891367,0.0016317224030102649,-0.03616026349331401,0.0026495707814531964,-0.0663500222304964,-0.07026166624920306
2004_6,0.010715038104713892,0.039165316549439354,0.04687482502756839,0.022970161820268148,0.027500082555053606,0.00815695655887539,0.012035365162677055,-0.009900539748053895,0.08201483700160153,-0.015250621195970726
2004_7,-0.014044605646745317,-0.015330173502661063,-0.06276344340194237,-0.02967681913581236,-0.05392865454374514,-0.0340438317821339,-0.002014809815093929,-0.028643380396735384,-0.06983054532135133,-0.10236359473734039
2004_8,-0.02757777878575891,-0.06779315925534146,-0.0306779200651636,-0.05969770694016326,-0.051702386150646686,-0.061044475467037784,-0.008252230165681659,-0.11948544039354947,-0.031931421627163815,-0.03270473304790464
2004_9,-0.01227325027226758,0.012774124739007742,-0.006412354241110803,0.005319900776360549,-0.0007138606578422829,-0.002187717006800896,-0.008861450515727,0.007399857592418608,-0.015822481643068476,-0.014213642177744837
2004_10,0.02624184953052556,-0.03332856985271546,-0.013645246965164346,-0.025112712890106477,-0.03190914475281068,-0.03644287332179623,-0.04633227302779173,-0.013580434162749488,-0.03980253993549757,-0.08120252499839288
2004_11,0.03031209399900222,0.013556096178485608,0.029707095832131804,0.03781633247514725,0.017754033676206184,0.02700808139929165,0.018449319654402305,0.08439437352306194,0.019493450085417523,0.0717779095189696
2004_12,0.02139365508761229,0.06186259134416801,0.024472268755986747,-0.005089467565668057,0.004768146390743471,-0.0236931114447579,0.04886161613642852,0.0018746057535985396,0.009538836704835671,0.1593339374298543
2005_1,0.0550654685518258,0.09608940990152795,0.11660729165132815,0.0951555552289453,0.09476882976925698,0.15173634591733498,0.1418030406185945,0.161104459372917,0.15195293610564034,0.38822871123350017
2005_2,0.006080883759780782,-0.0003600378520201438,-0.003531977314527382,0.04529755942581675,0.04751115922710937,0.0666618958191304,0.008277561158831668,0.0660078867087978,0.08166625166108224,-0.07096684701820835
2005_3,-0.032569862733090496,-0.028886314706064713,-0.015262889935971776,0.010009441165618629,0.025698206964737944,-0.023457706758950488,0.03965980695289193,-0.04754176159749898,0.06967540336648984,0.06290471118765115
2005_4,0.007144436175276731,0.033153952560365525,0.004375595696538535,0.02411904576267528,0.02720891941715552,0.02007569225548961,-0.032839519197947344,0.07438902149369393,0.012614211510843961,0.01594377643516276
2005_5,0.011244239071920906,-0.0128380981993597,-0.03753413571247054,-0.049690584864929346,-0.010710202009727124,-0.012195061675352382,-0.015113657600720502,-0.04103327518080256,-0.10417903878224714,-0.10403613537223357
2005_6,-0.07757670071935274,-0.08315353916828679,-0.0901830443910711,-0.07903512988922669,-0.04023547747292173,-0.07647452217833939,-0.11671015197525085,-0.09950827970512954,-0.10375970265041005,-0.16494306382613685
2005_7,0.06879366098249953,0.05736600068068897,0.09100019426830362,0.050903428108772054,0.07170566397301761,0.08254373111728655,0.09464484893661254,-0.006840725769815011,-0.0034746102168823462,0.043728326251193037
2005_8,-0.01813656329415317,0.0027513835715655345,0.002096433503208592,-0.0048600731021207,0.0027577208671948138,-0.0004776201326903891,0.03396557880468641,-0.009896876169278939,-0.02071020150200609,0.2437666065414253
2005_9,0.021095482157340365,0.026487403568727447,-0.009348900674317588,-0.009626832248756595,-0.015000627558508459,0.02471522631486909,-0.016099166788591492,0.04708389682873985,0.037686453826967704,0.04413595273418301
2005_10,0.016420626140825324,0.021341318322680644,-0.005015810980829922,0.013483019385271836,0.005581508358727526,-0.010970359768607635,0.017460337747093727,-0.0005422537902130962,0.0167210415705867,0.006151914539245788
2005_11,0.008641724389847023,-0.0054775397708505145,0.0039330419847452515,0.032957620323210576,0.016030745870699012,0.016571864853909015,-0.009858194491956032,0.032838785792591974,-0.04563841251013926,0.3053922643926575
2005_12,-0.0047277296120893115,0.007892320312041325,0.0015668806344796345,0.00944727734745225,0.01360665368002047,-0.010404101749600332,0.04046638803252518,-0.05525801650267672,-0.061584387184175714,-0.05611353156084315
2006_1,0.030169424423740335,0.051030818002147905,0.07580526664797664,0.07408198200059513,0.08708471616865258,0.1034103799923835,0.09635481409662457,0.08401321661333633,0.12399767379952625,0.29169423435129876
2006_2,-0.036030964198939336,-0.0062865078241910784,0.0023237846533684767,0.011707794569625302,-0.0016336692005651707,-0.004271917832253963,0.03460333571134425,-0.010762115589757868,-0.014508807157243269,0.00038280638364300893
2006_3,-0.015181260322927083,0.015736517072896195,0.003892298199791243,0.021027437396535554,0.02079907999175468,0.03229771793211444,0.0027904011063299215,-0.002301629150247231,0.10708290053845211,-0.06961718043046669
2006_4,0.02656024216573326,0.03764399170445757,0.0657457927035434,0.09077143589717677,0.09916568321531241,0.06868326742540501,0.08359112982157896,0.09736059189268348,-0.010485059188588379,0.11844364702416157
2006_5,0.02082777382065271,0.03811691515249063,-0.009651628215849377,0.006715807152953188,0.01744259066621715,-0.006800029033969427,-0.041310778372911416,-0.024789895468287127,-0.002742624001415152,0.009662809950541633
2006_6,-0.050115887554316986,-0.054169825114895806,-0.05773799921297864,-0.07531819610697194,-0.045609706619141925,-0.07187852771589469,-0.0868071510062376,-0.06857957471805282,-0.0698657795009411,-0.0639914619673604
2006_7,0.00691282893509346,0.010120663507044922,0.012990210198298916,-0.005706398678145843,0.015060601631015223,0.010929754405749875,0.031236536669326707,0.027450846948208023,0.03717114090866959,-0.018924165256394156
2006_8,-0.00047253539967956207,-0.0034979224319012007,-0.030603096131060742,-0.03547155157155212,-0.031713355282495845,0.005586380512161515,-0.013583949304960546,-0.0427890122520196,-0.0026313246736907633,-0.044135903713544415
