,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
2007_12,-0.03690762020001559,-0.05468239390917809,-0.054117410532496614,-0.08637009582831529,-0.05909899124706977,-0.06827423565385139,-0.05713389104097394,-0.08780570565757657,-0.029179691132262188,0.0001066001608194774
2008_1,-0.05699700894087858,-0.037197175467537036,-0.07438812928376848,-0.10825283351214371,-0.07385146230615648,-0.0918309931092963,-0.08234075814520474,-0.12083322563136747,-0.08921989561428073,-0.08124794274006332
2008_2,-0.009060937004595237,-0.007823407061265638,-0.02715598220826073,-0.0351438826127987,-0.03543611149292094,-0.021930753813101833,-0.014289120193873956,-0.04940716464788937,-0.011504836062130734,-0.03337594652626137
2008_3,-0.03385995619451529,-0.03206381601002015,-0.05756282703075511,-0.03781062537673468,-0.03469462143458341,-0.0432479160924667,-0.0627831384037701,-0.07707626196121663,-0.04251034283803308,-0.026956322154238745
2008_4,-0.0007167082231915644,-0.010672309155872844,0.007563402975819856,0.006384070335920342,0.015491010877353257,-0.027204113137383995,-0.044664640257336755,0.01451668259455549,-0.039383969916355975,-0.032442920426521464
2008_5,-0.05023549091143125,0.012122827600464488,-0.01610078679578405,-0.006723505782943818,-0.01946545082269065,-0.020296687971730943,-0.039499322599311375,0.003645446883624901,-0.008140766444231185,0.07094723019339243
2008_6,-0.04349960300473452,-0.08698060417435753,-0.07584177027795984,-0.11006144753591399,-0.17198495833425195,-0.14766725290978464,-0.13736290988146466,-0.1440608722614465,-0.15269906775896117,0.0007219754581898501
2008_7,0.0006650082411742041,0.005849718949966351,-0.006922991856992648,0.05781173654686683,0.05894927050535394,0.08142094539395407,0.06870628202293648,0.049194061251135124,0.08634452835946928,3.7708493743681784
2008_8,-0.013055317020404708,-0.033985784421639895,-0.009165090881146157,-0.033567745649418786,0.0017710606088337055,-0.008436348126296971,-0.043510755270249654,-0.01292642371219316,-0.043028748511209546,-0.0720699823101035
2008_9,-0.0383442728264949,-0.10740608075721297,-0.1047634190901845,-0.1322621649509077,-0.1911234451234252,-0.1947530883486489,-0.16023133508233506,-0.2032033160022927,-0.23142040195573024,-0.20516168820991512
2008_10,-0.08045656284287495,-0.07086822312866008,-0.13876337228002378,-0.16726654403833485,3.2029519240196307,-0.18261033835372925,-0.15065648548130864,-0.2069600805261107,-0.13800548649963423,0.7517849575336
2008_11,-0.1313070862821738,-0.11088442550672072,-0.1674570368759646,-0.1745111573700134,-0.1558567619634217,-0.12733754508755785,-0.15137247825941816,-0.12558615455853678,-0.13702001131313282,-0.09128940175393414
2008_12,-0.06143926439388752,-0.028187143126777333,-0.03962258414556411,-0.057227236566719394,-0.04115605738823059,-0.03102518225852668,-0.09895767070532094,-0.031049190840213865,0.03251243102183109,-0.05600939162602838
2009_1,0.013554946422800607,0.044648507311863685,0.008964930225271077,0.010980473673056443,0.039535801238290334,0.10035981452261968,0.14378007712620414,0.19435517548471787,0.3509631072580958,17.353872968309357
2009_2,0.0068936999683787414,0.055602972640871745,0.015371394133822274,-0.0036564777946755046,-0.0471894096655989,0.0171693683188068,0.0230580009688626,0.041768574982885845,-0.02448363216136522,0.7666235425312933
2009_3,0.047026849730126136,0.15491259496998705,0.19856601994890238,0.2126624108703177,0.3460003904844017,0.27213909765782335,0.16171532722805573,0.23080208179255368,0.33558390587828174,0.28313646347889143
2009_4,0.02960097649162972,0.11177097046086455,0.0968682971152842,0.07887606111798494,0.08770347959020725,0.049148362862114006,0.09924758646843639,0.11806522767941584,0.1393446671145492,0.08451511348250837
2009_5,0.06028799297709773,0.06891168135672149,0.11616290092303114,0.16323759059056575,0.12347388974412926,0.12500058243134307,0.13987218485799102,0.0863636314307794,0.24830848606448405,0.31468303851635304
2009_6,0.0011042519512217731,-0.02215859359219798,-0.03291142865177716,0.04474040923871715,0.023464538071869292,0.01520754569325471,0.03057988120799449,0.05023363523138451,0.11053259783070002,0.07370225943748414
2009_7,0.03419658206181094,0.08552351339924946,0.10238523978664446,4.968669990665974,0.12052834141989215,0.11894040011089764,0.12234283769906612,0.12370404932289394,0.128680631879901,0.19021429117246505
2009_8,0.008520603492498382,0.09667164947788782,0.01905766836004016,-0.029515886943357356,0.025896942565238775,0.006662493957081623,0.023439057305848367,0.06918972994361175,-0.0015368400789756247,0.17502691176001547
2009_9,0.017624485000421772,0.003820080202421936,-0.0032946739912659887,-0.025098002032837952,-0.022106974283249328,-0.010579301564746584,-0.039804222059582894,0.022033839332313697,-0.024141527609476247,-0.02935236140346834
2009_10,0.01900153194911775,0.0348807680355478,0.012774092401291175,-0.0024543315354917583,-0.012352153541972449,0.05124331170501287,0.08458223988170836,0.05427894933404173,0.09036031722698251,1.0384232840143515
2009_11,0.05594648739995109,0.06330107331676217,0.009282767151170782,0.09415813846449611,0.05794825253710515,0.01978154849674541,0.008594251194191853,0.07598213378160663,0.05655833944950302,0.017446285087004146
2009_12,0.01629123181265558,0.019472320984777233,0.002834035272393831,0.03456073220704494,2.797718886852849,0.018780348604947428,0.016194927104964306,-0.01794607948287504,-0.013383692388666494,-0.02567394796906812
2010_1,0.04051636240358459,0.06828557975412207,0.057816071606839,0.09555786238844656,0.09627566139862324,0.11496300883590856,0.09378043215808457,0.1272807676480638,0.10737827879917218,0.3974361150282493
2010_2,0.033089147494713214,0.0728166149428779,0.07318691204987551,0.09432693570608833,0.08678232624669222,0.11483521200100806,0.08714529101478402,0.05983555691305481,0.14785418727189786,863.3871829586092
2010_3,0.023464154421298383,0.03554967305077075,-0.0036502057718788604,0.026431921005600614,-0.03279612945468931,-0.03049172777724414,0.014055615851572419,0.025757966771859812,0.023247436465696828,5.599974778315339
2010_4,3.508699888749577,-0.03847461121558581,-0.03763154971109338,4.02929726975369,-0.02060234209604644,-0.03728091827296967,-0.051724578457037824,3.312935979629091,0.04058777931318427,42.40389649666961
2010_5,-0.07908900739046451,-0.05165616816327814,-0.12209151928260269,-0.09383608637247104,-0.11751288746483919,-0.06635646671096986,-0.07628192498519916,-0.17897258363675606,-0.18530451101280537,-0.5518925547889983
2010_6,-0.00890999145234182,0.007933183188634549,-0.01515978122822991,-0.02189873185265239,-0.042829772571079505,-0.026066088891971262,-0.03347454334423999,-0.003704780059044698,0.014437713259265218,-0.06167907803059263
2010_7,0.024647650609582863,0.021731544106056405,0.058439264374398774,0.0754695402143488,0.058855413466942286,0.04771755022190875,0.0112868040890027,0.005341650132510239,-0.016910800653312994,0.045406424211262945
2010_8,0.02027686108422195,0.021601877014212647,0.045058800367917824,0.03726664025252333,0.03482515536041527,0.037702949173242656,0.06101737317015074,0.02178914167667611,0.08849458060356406,0.4187469198994428
2010_9,0.033669853484060645,0.04813542709751924,0.02849591056028879,0.039374071254193774,0.023199391937190617,0.04922507412294311,0.0685515294356013,0.005581998010464922,0.1109764644734828,0.07562199380853499
2010_10,0.0376400618470688,0.042005094594022276,0.06458946409826574,0.10109905304413108,0.07308083297294123,0.0060965966249129045,0.15599810480567486,0.09554216758136401,0.23849340728429153,0.10653044953798073
2010_11,0.008680701764296193,0.00018262180381291963,-0.0031093329137341177,-0.014236284067326549,-0.029447853863327603,-0.007830412529278897,-0.03856397642387073,-0.0275672816189212,0.010936048253347852,-0.05260122040865753
2010_12,0.04427048125430745,0.040599307814905214,0.049819375235272655,0.03770951011494826,0.04074914594792401,0.04814226906803926,0.05033291768713339,0.023126034061648135,-0.04054482510715308,0.04535012030346502
2011_1,-0.015380315792145098,-0.01649423408073607,-0.012138921947963621,-0.003036671759077343,-0.012243561851906884,0.007243966568623161,0.005567637085380246,-0.006642196927154505,0.03913217338415361,-0.0025082324165898893
2011_2,-0.022057404361553155,-0.008893404821312258,-0.03381454390067627,-0.03254818208342387,-0.03778447403387832,-0.025026317265286608,-0.039246328323929894,-0.011664705333934778,-0.09647213481968366,-0.03864576005564639
2011_3,0.024776868046654122,0.008825676147013132,0.033223378364092934,0.017778109077126795,0.0218478416639864,-0.004111573943253732,0.0018159939432286136,-0.011572322433025571,0.037893464608303125,6.039477218642653
2011_4,-0.007583668440049374,0.006030408158939984,-0.0021162506022262165,-0.015171626254583582,-0.00763001719099055,-0.012233707763428747,-0.03884735969703286,-0.0018061624570124212,-0.10860556241174679,-0.10922434205598042
2011_5,-0.030696816324690124,-0.027485424241191807,-0.0688649430738185,-0.06688102266547233,-0.06459458130750216,-0.08455857683254947,-0.07830811495559611,3.7555743900423884,-0.10021390774984493,0.10304019475588282
2011_6,-0.01164410555600024,0.0024807316345372868,-0.0132310371999771,-0.003035472506172396,-0.010522923132589517,-0.019008647920253176,0.015840515355348268,0.012083394317753234,0.011494801676813613,0.08133706529814551
2011_7,-0.05802493052782106,-0.08470526921098472,-0.09898166209964533,-0.0881592878750886,-0.09842842937603155,-0.1248665218471146,-0.1320081762430623,-0.12436192571994947,-0.10267041260949468,-0.11009908912095104
2011_8,0.006284071601659114,-0.02118496407853163,-0.01630258361417323,0.00033754968040276167,0.00604604313598136,-0.010136859858446038,-0.03299353457567487,-0.015275842166403448,-0.0465042782969796,0.11755596251051696
2011_9,-0.020055635791512146,-0.024333693637608192,-0.04522184466832143,-0.06007904104010029,-0.05812756344172746,-0.03320754599096695,-0.11216316370388314,-0.03896501869444195,-0.003658292907977154,3.0842965385415075
2011_10,0.01719497465675893,0.03211522398421253,0.04035241374604689,0.0694991686359083,0.050790631702052176,0.09229967871229756,0.10557715652333231,0.13203916493228443,3.978548799997043,5.0234756187338805
2011_11,-0.007318810365354529,-0.025982700860926616,-0.003891546225702258,0.004455426871586354,-0.012782035698997399,-0.040212580459370414,0.0051649526938045255,-0.05530923131641468,-0.008095956763164951,0.30353629350165134
2011_12,-0.011137059021030776,-0.006430117687030262,-0.005071012131377386,0.015812134116347142,-0.013817463549926254,0.04107741068238484,-0.03504085968098012,-0.0018760166751172031,0.009785484956986359,-0.008390204118764762
2012_1,0.011820260285272752,0.02203008727112797,0.028253687046979822,-0.0018027926025175932,0.05681978465234247,0.031562794898181284,0.07234931393426053,0.08884803249846672,0.11332739943616628,0.07694391273946717
2012_2,-0.009176371836987305,-0.04187108283245952,-0.015760014052117723,-0.05153587796773285,-0.017806798687510898,-0.07482364309084592,-0.05616896768925428,-0.10445756086717452,-0.07441559859479474,-0.0801321134440076
2012_3,-0.002535930437952589,0.04280543000721581,0.012323559513300246,0.0344344041461355,0.03936368429791816,0.005549561534833137,0.012447940633260584,0.012430147490390104,0.01930736293675727,-0.03809240036520777
2012_4,0.002859605698141756,0.0427542925816704,0.017639599959791506,0.013821670369915525,0.03275124904775322,0.052464339324636226,0.031686499360425266,0.0284149177348419,0.07085221585198874,0.09527693021188796
2012_5,-0.02026512642987079,-0.0028515623371515746,-0.040433348455814574,-0.060708349125093986,-0.08942832001566772,-0.08153925617906228,-0.07032388059152837,-0.1060856418344413,-0.1264653374479322,-0.050805325150641664
2012_6,-0.008998666923039765,4.84456218180207,-0.011140216943285292,-0.0028204860087678555,-0.09621467918112588,-0.027943319689657135,3.7810005695521296,0.011145899554465408,0.26171798499470883,9.056172694730902
2012_7,-0.019763709118544588,-0.03286650230580517,-0.03054952289785629,-0.01367019563907478,-0.03314324034823718,-0.0467807467758296,-0.02666065732443218,-0.060280238645791615,-0.07576533097972975,-0.08353933952077174
2012_8,-0.01358874268532945,-0.0009110095138001714,-0.012616521280683376,-0.01624659059412659,0.01669348281568604,-0.009784398195244142,0.016041758552300427,-0.08910925055160146,-0.0739006340103443,0.3534437294578101
2012_9,0.010489589250835901,0.041191609062324684,0.07796932098711527,0.08458678721267018,0.059639408227097415,0.08813121270382797,0.04673613555605742,0.07158970720875012,0.10190921532031963,-0.012990223001453659
2012_10,0.025119936289050016,0.022697842704121746,0.03625207643257714,0.04053585472548344,0.044286010143272346,0.04637944796083428,0.11281098738221544,0.039776871671620036,0.09587561702181142,394.36188291194327
2012_11,0.022360509238299686,0.03509425845357801,0.0510585040362649,0.03339635379717064,0.016148412270871566,0.031989330005120206,0.04423868332162849,0.04555439424537139,0.06375118758511109,0.0517727825494827
2012_12,0.026231581863668214,0.030765687561712583,0.058307615506328285,0.08937595007789827,0.03420167603725212,0.051222771042165646,0.008840327306307072,-0.015505781719040589,0.00641850159848694,-0.00940002765307344
2013_1,0.016263728548604826,0.01785462683396998,-0.018761380898869175,-0.028935139410003884,0.0012204039253133864,0.03011517099944486,0.033199902055623134,-0.006699474851581765,0.038794168257710364,0.19183702017254872
2013_2,0.02025453341220327,0.028883372702174597,0.0383162719987571,0.08146850904484061,0.06676621413917141,0.07752739267822421,0.050616075527284046,0.05424594421916013,0.06316384639361097,0.008668996472200693
2013_3,0.009935335455079011,0.030594172238960427,0.036451492598426505,0.031232228473437908,0.019975067684068405,0.017800223453875042,-0.018607653625742644,0.062431818092553666,-0.031356190480199796,-0.06800270315098615
