Date,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
2009_6,0.08151434280771665,0.09462441939679288,-0.006824376516268783,0.07076940327014229,0.030974577699735526,0.06517485306521378,0.05224120579052465,0.052069783803535837,0.07282315378939193,0.05678244686787975
2009_7,0.033613581554297146,0.03733971720753747,0.13226443826111903,0.07749538524769085,0.052418022501061964,0.06235409075678049,0.028603231524705265,0.06605463544212352,0.09569880143994006,0.10137448225483296
2009_8,0.04743018540118214,0.05291929206232588,0.05337843672305161,0.135546935614486,0.03537487919961964,0.017175615603470307,0.08939795284959483,0.04923121093329202,0.046253818487346395,208.3493859908694
2009_9,-0.01942957623549345,-0.0036502823537760093,0.0364118362211812,-0.026191399820524493,-0.0022249563819901974,-0.004110939555410582,-0.009209208905106644,0.006236138197199569,-0.006106166940289244,-0.062415135513547486
2009_10,0.14937435833233562,0.03428434520750182,0.02795109685034907,0.06756180856352093,0.015432409995013944,0.04674079390933318,0.04743045610381088,0.03051503059792927,0.05780260781701819,197.10812553204414
2009_11,0.019135369277404633,-0.028549096969847608,0.13953791109686356,0.045628153181192746,0.07120121972796108,0.03693549141101745,0.0599599833183702,0.020810179454262955,0.04094378616778321,0.01678803855974426
2009_12,-0.04291388371642097,-0.07558168934239316,-0.018416820302135168,-0.03477703423968919,-0.003621945808091276,-0.013378817080342257,0.00465931008972238,-0.01004937090426308,-0.014847133444976223,10.23494557767375
2010_1,0.17980528569052914,0.19745835551998978,0.14829947712540167,0.06698525538935843,0.1386612253094412,0.1521226263438406,0.14496597857439822,0.08037926439775991,0.11369921013913174,0.04048203578416077
2010_2,0.06392329952420235,0.043641683430661105,0.06109528713365096,0.09102707427875399,0.14967137956931204,0.07504907026390059,0.11247270274941881,0.07769032270777419,0.09818943080405274,0.041573865657350655
2010_3,0.057845008861005236,0.012794582827928641,0.04251604272357524,0.049393276780622906,-0.028074046554354165,0.022632291387205593,-0.012208654856836717,0.0005975650300717292,-0.003186255350798758,-0.04948056833309938
2010_4,-0.033668170666756154,-0.027269309331672664,-0.011972856884357353,-0.0487003733036306,0.32428126555465864,-0.05359180980809116,-0.03545366712249335,-0.044508581278663535,39.241064356498455,5.2395651021287115
2010_5,-0.14151953743086587,-0.0974077879612438,-0.09792600889049678,0.18371382307197992,-0.10570017038060943,0.10901233828689279,-0.07485833951957613,-0.0888792203879686,-0.09888018266702768,-0.04938952135629711
2010_6,0.02227688796636961,-0.01516538009509871,-0.04018681125506984,-0.01112006788540959,-0.03169124202218595,-0.046751673104344964,0.24462901571100626,-0.050275462348757946,-0.04048098583015695,0.335078244000617
2010_7,-0.03835191220655882,0.010798482274490009,0.013765293856017673,0.022754473319658464,0.043396382506374405,0.07245474166081256,0.04746371785413087,0.07035280905602016,0.03363823822456859,0.30761287827037437
2010_8,0.04388724678316931,1.62820840593642,0.02445138342506887,0.027400334362362107,0.05270571375384051,0.03252221887505953,0.022372362332454848,-0.01736473773379347,0.01692782328847428,4659.279002320844
2010_9,0.005184029263067955,0.03962249523764811,0.027013261534213233,0.041139195285769196,0.03264152959667897,0.1330487899306342,0.08179262834280829,0.39922370318742895,0.03342034107830756,0.2855253233496227
2010_10,0.12953682093394675,0.10439752973220183,0.1520209727931324,0.03368973152653047,0.10275321961372101,0.06569422043193651,0.08394258070832702,0.07325594108388547,0.060504215584930306,8.502339361109746
2010_11,-0.0027696816196476825,-0.03140574200027326,-0.008020708063849318,-0.025183698566659685,-0.052193407370594656,-0.037495834391870875,-0.013299415583020672,-0.002725115204775399,0.009647777178831137,0.2551107532974275
2010_12,0.01973376764275376,0.0033782887538287604,0.018006875586138844,0.01129179437073157,0.05539906127171495,0.03417773086648521,0.06378989549488094,0.03303875157368878,0.8324072232737769,31.149935103611043
2011_1,0.01954329612335971,-0.010621811287355938,0.021544922750281647,0.03377910612864862,0.03543251734033502,-0.0059746724432421005,-0.020906014832111318,0.02941427738231054,-0.033755720851422845,-0.030674156445377864
2011_2,0.02419998667671434,-0.018434710340434275,-0.0038181805762015353,-0.044208319780156206,-0.002230017422044047,-0.04728569201794126,-0.0260376234054286,-0.05851794305040076,-0.02243677630440186,-0.03624647811349643
2011_3,-0.020562678809643593,-0.012399743730385517,-0.02806923875429643,0.00017679844415488137,0.012995558066817292,0.010376175732275755,-0.02887752437188763,0.3005286641815156,0.031543990464011636,-0.07606009165301722
2011_4,-0.03287081512741064,0.007246451429309285,0.0037904578513000753,-0.012359751247664376,0.007815206863885331,-0.012721397973772284,-0.013023241064978371,0.0041189888169521705,-0.015331050341152817,-0.11407868236134427
2011_5,-0.08151494219316753,-0.03489031307720254,-0.0574463932860459,-0.09669316858739449,-0.05770713850208801,-0.05933840401994169,-0.0994172571574209,-0.1057335441790588,-0.08992896258568948,-0.06525412909998586
2011_6,-0.0322444904108478,-0.024528257871041237,-0.029084591901385685,-0.027365326972550258,-0.06575684139442044,-0.028269904895116316,0.2863637321406577,0.005399181345048616,-0.014835736806793925,0.37057720410252837
2011_7,-0.049380515442991754,-0.028203451045262642,-0.020026365707538813,-0.06210063675843743,-0.03737929167568194,-0.05088264686061539,-0.08385966279980131,-0.05906208466300843,0.21501283561332643,-0.10015755119795139
2011_8,-0.06840963009354753,-0.056698827417461205,-0.09844029122271312,-0.04734682542039376,-0.03158627036675352,0.17953518491789872,-0.05235965233889596,-0.11820157356648667,-0.10019579817559711,-0.11978244097829834
2011_9,-0.022302562749483303,-0.07108463334920125,-0.005858592438156853,-0.042596036242796495,-0.05864985578546165,-0.04417392015548725,-0.05141948968560452,-0.0863323383467461,-0.05484282177443546,-0.0928667435787657
2011_10,0.04038428629954266,0.03810046756888928,0.03556092134065822,0.047928394947417685,0.05509294564388722,0.025385552738679866,0.06719606797442162,0.08970380640290947,0.07970747243027483,0.29959582726498496
2011_11,0.0021432895187223243,0.006781177633116387,-0.01445282234861529,-0.010909155708184782,-0.009318611466151117,0.3144640551405767,-0.007365113139281389,0.28773313831404457,-0.06482250739790177,0.2756320142728121
2011_12,-0.0565477231023014,0.020548602271537063,-0.018251754372530866,-0.025799871368199008,-0.03825411686543877,-0.020686844476314685,-0.03264427176453274,-0.021409494380983465,-0.05056665940145391,0.19213023067788354
2012_1,0.09698709490073906,0.08828118786209399,0.3318200084007326,0.011051685489904806,0.3442574689127469,0.041058195442633325,0.08674926392501152,0.03229077428254523,0.06510164355894402,4.533631213840942
2012_2,-0.06119470219616447,-0.05237902797406344,-0.037274401523752256,-0.01872371491432562,-0.04254026720958456,-0.09423119213736607,-0.0693663289874684,-0.054538207344940755,-0.06258825401037432,-0.025639151751565465
2012_3,-2.6040124538976037e-05,0.03447940792673717,-0.013519501629946211,-0.008288024495100183,-0.00661401516986837,0.2876178858566908,-0.0010932273851241541,0.023167327148734377,0.05289039213534556,-0.08028043489895124
2012_4,0.08614663817767028,0.03504560235994776,0.052219512742453615,0.03987331358301461,0.02696639318193966,-0.004978041126316314,0.05501844250505554,0.016078240708128994,0.037167000936250985,1.3559085562253836
2012_5,-0.06145634956547394,-0.04764697168218802,-0.012583271892424102,-0.05282073575518238,-0.05160916552148504,-0.07093125548138048,-0.08424295881452154,-0.10626558002793679,-0.10898730238564633,-0.15200705904297124
2012_6,-0.032941869048110896,-0.023104410530479888,-0.023375018937868752,-0.04601419421276801,-0.04526137204733593,0.004331627819722065,-0.03917289516588487,0.021193842925351137,-0.06296642322170592,1.2398234890634037
2012_7,0.0012959226734266583,-0.08028504319883113,-0.017174985515413962,-0.0163720981172702,-0.05383470100085717,-0.0704180233676901,-0.047927615177920685,-0.03671293857144752,0.011840043622812439,-0.10514541906591511
2012_8,-0.08142111530728482,-0.018686256601176832,-0.017848151119599,-0.011849906810973627,-0.00019953164097078594,0.20273654327699175,0.008018279669692758,2.6091699986716645,1.4492440768064538,0.21318756987500218
2012_9,0.0639253813765914,0.07161607060169324,-0.015298605975219091,0.04712128058033166,0.027587488548009496,0.008908414579981705,0.06225575972930698,0.11585734159916407,0.05863016166942119,0.014724895805463368
2012_10,0.05976539540938953,0.03576850337357196,0.3330388048295995,0.0830886062044273,0.04669152530217409,0.3806800048606775,0.037737114583539295,0.05706878043937152,0.3082524792085217,1.3992391456721576
2012_11,0.2993543273045778,0.06243103736297037,0.06728458769375784,0.046004510442615804,0.6893990286423832,0.010400837459473806,0.03771343274893318,0.0940809307372981,0.27823484298567613,0.023142312782034716
2012_12,-0.019259939894183904,0.44083404993718034,-0.025192808996819308,0.03281972540689883,0.025634485725608197,-0.0017676331972241836,0.0519514103117878,0.03526072440699058,-0.03671172661913081,-0.07478021319975961
2013_1,0.022380392210697164,-0.015055816998638515,0.05095172072765854,-0.023578087485054126,0.020972808094949096,0.25797601383823576,-0.012904376369347454,-6.941503432706022e-05,0.03274862882113801,14.162292505048166
2013_2,0.05608285671269737,0.07276689349525302,0.056580605177638243,0.07250294744134368,0.05353820028681152,0.05239404116561405,0.09083139038513267,0.047762170884556594,0.06921094363668845,6.621321176739727
2013_3,0.032296494866010404,0.0434247389541061,0.01084440047649864,-0.025142297674122127,0.01839726936672502,-0.05737203104811724,-0.02440701024217411,0.02060508129758917,0.04029941612032024,-0.0675490833196153
2013_4,-0.034015615349284725,-0.020883114398832336,-0.019735765535766392,0.012131232931181412,0.3222861440267234,0.24307453801125412,0.24817261586032136,0.008010599157989034,1.5459689487155495,15.784972136320633
2013_5,0.021179168656300196,0.029840332197405464,-0.016742729601286595,0.03968488891030874,0.06557644369927221,0.021648820239685913,0.017089438814285002,0.020957846760579397,0.04067555794140895,0.005232329434930524
2013_6,-0.002549879619245991,0.09221674743633891,0.1624866281976772,0.019300195206486386,-0.013812942732270754,-0.036716694548784914,-0.05899862701008011,0.00606120532519564,-0.0404893083342498,-0.1367432470488411
2013_7,0.008882063234367762,0.06316501596904982,0.0006962572677080077,0.043263443942817496,0.2443693284473717,0.03616641453711482,0.3199688841079304,0.05717090732028247,0.024876165650086088,13.729051912450513
2013_8,0.03324824635685684,0.010820358481164739,0.015981729275641416,0.04518503499558914,-0.03320902267567636,-0.007391295919404385,0.04652495742251901,4.84345575675759e-05,0.009713412631785255,13487.779659402904
2013_9,0.011331682601535104,0.07204576974862036,0.08350686652595739,0.004011247203573116,0.08357571952775374,0.23792743951466064,0.046203526647823345,0.05008863291493213,0.07814656576647196,0.5231104222571997
2013_10,-0.029757522597063473,-0.004523373943053802,0.0001545757827613765,-0.042168905877888706,-0.002499509896376086,-0.005128621748023019,0.004832387104657694,0.014462787492635451,-0.009654223002973205,-0.07068897677159915
2013_11,-0.012274540058220427,0.03121358816493692,0.14074839080695692,0.11577185380756441,0.06630833175958004,0.016762012052948076,0.00696212314407176,0.050390541896465316,-0.00160921440714117,2.094371608798917
2013_12,-0.023371714349474854,-0.008904724793511768,-0.002310197442676557,-0.009882786619966053,-0.018479713457793503,0.00569126616902581,0.3850162072769123,0.03297365183517106,0.0010474850944717535,1.5256821287618434
2014_1,0.06847336110076503,0.010690062500556098,-0.02329396769683254,-0.031759475606200405,0.04361134804638965,-0.005422744663854392,-0.015955547439582374,0.017939565947636977,0.013876606096281083,1.1908538866999099
2014_2,0.007072535902895889,-0.00021844725051679213,0.017216246453179915,0.19033482090923423,0.03916524124703397,0.041302998530321954,0.3529923676434551,0.04877944893381788,0.06968957446408981,9772.467632290976
2014_3,0.05320821973112097,0.3908764763526641,0.07458305107394118,0.020027500617298685,0.023605143681222678,0.017926785443286252,-0.016558435807259433,0.04341772576558151,0.02274604680050018,0.0010759665179459138
2014_4,-0.020434801048840434,-0.02371415890345322,0.025039250074105568,0.015061243119125057,-0.011568813616172239,-0.02866314231895956,0.2840081356903442,-0.05331345329884034,-0.007995054298334955,723.0376965357748
2014_5,-0.019898713065001582,0.01172085188021391,0.01805638380639935,-0.030140321262841947,0.004949490036504222,-0.003983890577306679,0.007541917303420675,0.06056917050065214,0.0034966825866737826,23.352869107204544
2014_6,0.015876705850374765,0.17259194483312582,-0.016405801501474762,0.29803144447690355,-0.010622780529544469,0.0166319595505135,-0.01061865264238762,-0.008414387388277657,0.000788496065636158,1026.858838870115
2014_7,-0.01866789691119038,0.21150823024741264,-0.02578973287377709,-0.005934311774728625,-0.019281655771903054,-0.03971548616117641,-0.02278783386412518,2.921145531327868,-0.039799360951605044,-0.07189033310808116
